doesn't_answer	0	1	2
a_reaction	0	0	6
don't_see	0	0	4
those_out_of	0	0	1
am_worri_specif	0	0	1
be_veri_like	0	0	4
the_pessimist	0	0	1
costello'_blood_rise	0	0	1
the_onli_fund	0	0	1
tell_li_about	0	0	2
be_favor	0	0	1
specif_highlight	0	0	1
you'r_make_us	0	0	1
have_a_disturb	0	0	1
condon_by	0	0	1
becam_an	0	0	3
in_a	0	0	412
where_thei_be	0	0	4
good_much_better	0	0	1
face	0	0	157
laid_artifici_obstacl	0	0	2
declar_a_nation	0	0	1
elat_and	0	0	1
also_serv_the	0	0	3
anxieti_aris	0	0	1
introduc_the	0	0	5
i'm_not_get	0	0	1
such_wish_think	0	0	2
can_feel_free	0	0	2
proceed	0	0	17
express_support_for	0	0	2
a_grim	0	0	2
attempt	0	0	94
enorm_concern	0	0	2
includ_noth_new	0	0	1
be_approach	0	0	4
long-desir	0	0	1
serv_as_a	0	0	18
imagin_the_differ	0	0	1
deep_wound_in	0	0	2
with_me	0	0	9
have_formal_renounc	0	0	2
would_plan	0	0	1
join_the_west	0	0	1
other_peopl_don't	0	0	1
seriou_critic	0	0	2
express_similar	0	0	1
continu_not_to	0	0	2
be_wide	0	0	7
intens_effort	0	0	2
put_them	0	0	3
have_vow	0	0	4
the_unilater_cut	0	0	2
ding_him_for	0	0	1
establish_close_and	0	0	2
a_fiendish-look	0	0	2
the_abduct_howev	0	0	1
have_no_agreed-upon	0	0	1
the_polici	0	0	23
well_worth	0	0	1
the_situat_for	0	0	2
respect_or	0	0	2
look_the	0	0	1
the_elev_of	0	0	1
be_situat	0	0	5
if_a_rocket	0	0	1
join_in_thi	0	0	2
just_wind_up	0	0	1
noth_will	0	0	3
be_feel	0	0	5
critic_comment	0	0	2
the_pressur_of	0	0	4
give_good_advic	0	0	1
for_in_the	0	0	2
be_pleas_with	0	0	2
to_envis	0	0	2
the_1949_fourth	0	0	1
yell	0	0	2
have_prove_that	0	0	3
choic_be_made	0	0	1
furious_lobbi	0	0	2
forgot	0	0	2
have_a_sens	0	0	2
zimbabwe'	0	0	117
lump_north_korea	0	0	1
establish_friendli	0	0	2
where_els_would	0	0	1
mai_freez_asset	0	0	2
friend_like	0	0	1
how_much_fuel	0	0	2
will_know	0	0	4
observ	0	0	259
water	0	0	50
worri_about	0	0	11
serious_wound	0	0	1
be_remark_for	0	0	1
have_align_against	0	0	1
government-orchestr_violenc	0	0	2
invit_from	0	0	1
i_have_place	0	0	1
'enemies'_of_the	0	0	2
dismiss_the	0	0	12
tougher_polici	0	0	2
two_month	0	0	21
look_anyth	0	0	1
pragmat_and	0	0	4
arrest_opposit	0	0	2
i'm_probabl_real	0	0	1
seriou_situat	0	0	1
readi_and	0	0	1
peopl_pretend	0	0	1
be_expect_to	0	0	60
shock_wave	0	0	1
a_chilli_recept	0	0	1
no_such_sale	0	0	1
be_now_look	0	0	2
a_psycholog_sens	0	0	1
abduct_peopl	0	0	2
caus_constern	0	0	1
dedic_themselv_to	0	0	1
get_to_me	0	0	2
rein	0	0	11
downplai	0	0	3
focus_on	0	0	11
an_air_of	0	0	2
the_hospit	0	0	8
will_be_decid	0	0	2
be_set_to	0	0	10
sceptic	0	0	2
whether	0	0	121
against_all_odd	0	0	1
go_home	0	0	5
gain_a_broad	0	0	2
appeal_of	0	0	4
we_be_prematur	0	0	1
seek_no	0	0	4
keen_to	0	0	2
it_seem_fulli	0	0	1
consid_that_precis	0	0	1
have_been_approv	0	0	1
could_be_regard	0	0	1
back_for	0	0	4
will_vigor	0	0	1
have_no_greater	0	0	1
welcom_back	0	0	2
imperialist_forc_led	0	0	2
we_therefor_have	0	0	1
will_probabl	0	0	8
offer_five_million	0	0	1
it_make	0	0	5
pressur_to	0	0	19
proven_method	0	0	1
express_hi_hope	0	0	1
the_will_of	0	0	9
befor_zimbabwean_have	0	0	2
the_litig_between	0	0	1
deep_concern	0	0	3
sharpli_question	0	0	2
we_see	0	0	5
the_senat	0	0	21
stick_out_into	0	0	1
categor_reject	0	0	2
if_he	0	0	26
encourag_you	0	0	3
or_be	0	0	9
conciliatori_speech	0	0	2
might_make_it	0	0	1
for_all	0	0	34
have_express_the	0	0	2
have_no_plan	0	0	2
face_these	0	0	2
enthusiast_ask_bush	0	0	1
have_final_start	0	0	1
not_so_total	0	0	1
high-fli_toi	0	0	1
have_detach	0	0	1
put_a	0	0	15
feel_realli_strongli	0	0	1
flighti_opportunist_and	0	0	1
in_the_habit	0	0	1
should_have_guess	0	0	1
furthermor_a_review	0	0	2
virtual_without_reserv	0	0	1
to_express	0	0	19
could_not_find	0	0	3
the_pay-off	0	0	1
the_doubl_standard	0	0	2
an_axi_of	0	0	34
the_welfar_system	0	0	1
vindic_for_himself	0	0	1
they'r_in_hell	0	0	1
the_apocalypt	0	0	1
it_show_that	0	0	2
thi_veri_special	0	0	1
question_todai	0	0	1
have_sworn_to	0	0	1
the_opportun_to	0	0	10
i'm_not	0	0	11
support_and_welcom	0	0	2
be_still_undecid	0	0	2
take_action	0	0	7
a_worrisom_sign	0	0	1
that'_got_to	0	0	1
declar_a_war	0	0	2
the_pressur_from	0	0	1
strongli_critic_and	0	0	2
would_issu	0	0	3
be_support_and	0	0	3
thunder_applaus	0	0	1
etern_scourg	0	0	2
support_the_propos	0	0	2
anti-democract_attempt	0	0	4
interest_of	0	0	28
crimin_of_war	0	0	1
got_it_all	0	0	1
expect_the_world	0	0	1
centuri	0	0	50
mission	0	0	151
breath_a_collect	0	0	2
i_lost_ani	0	0	1
believ_the_detail	0	0	1
appreci_everyth	0	0	1
support_hi	0	0	4
lose_hi_party'	0	0	1
gener_approv	0	0	2
in_exchang_for	0	0	7
will_vote	0	0	2
the_pessimist_outlook	0	0	1
human_right	0	0	491
have_made_great	0	0	2
term_as	0	0	10
respond_posit	0	0	2
fierc_competit	0	0	1
but_due_to	0	0	4
specul_whether	0	0	1
full_support	0	0	6
have_lash	0	0	1
claim_thei	0	0	3
of_cours_the	0	0	5
be_diametr	0	0	1
it_seem_our	0	0	1
told_me_i	0	0	1
that'_got	0	0	1
full_of_hope	0	0	1
their_love	0	0	2
the_warn	0	0	5
won_the_elect	0	0	9
pleas_make_a	0	0	1
be_wage_a	0	0	2
a_challeng_to	0	0	3
to_help_us	0	0	2
at_a_time	0	0	17
will_becom_on	0	0	1
with_thi_attitud	0	0	2
my_mom	0	0	9
asia'_econom	0	0	2
it'_not_anoth	0	0	2
be_treat_with	0	0	4
israeli'	0	0	2
bias_attitud	0	0	1
have_taken_a	0	0	10
dismiss_as	0	0	5
it_be_steve	0	0	1
still_do_not	0	0	2
decis_for	0	0	5
such_a_comparison	0	0	1
give_the_nyt	0	0	1
care_adult_like	0	0	1
tougher_polici_against	0	0	2
recommend_relat	0	0	1
be_suspect_to	0	0	1
have_made_a	0	0	13
stipul	0	0	6
serious_violat	0	0	1
it'_as_if	0	0	1
substanti_repres_the	0	0	2
have_long_accus	0	0	1
do_not_exactli	0	0	1
i'll	0	0	13
join_in_a	0	0	1
indonesia_can_exploit	0	0	1
express_sympathi_and	0	0	2
be_thought	0	0	5
take_to	0	0	10
fail_to_come	0	0	1
have_not_onc	0	0	1
be_count_on	0	0	3
share_to	0	0	6
and_it	0	0	138
painstakingli_list	0	0	2
be_much	0	0	16
feel_the_accomplish	0	0	1
we_won't	0	0	3
against_all	0	0	2
all_my_life	0	0	1
do_not_care	0	0	3
to_whom	0	0	4
like_i	0	0	11
read_between	0	0	1
israel'_atroc_be	0	0	1
perhap_meant	0	0	1
be_a_pretti	0	0	1
pre-script_fudge-phras_of	0	0	1
the_question_of	0	0	11
major_campaign	0	0	2
could_no_longer	0	0	2
the_detaine_mai	0	0	1
deserv_everi	0	0	1
bias_propaganda	0	0	4
confirm_the	0	0	17
refer_to_iran	0	0	5
they'v_save_a	0	0	1
she_didn't	0	0	3
rig_zimbabw	0	0	2
the_compani_stand	0	0	1
taiwan_have_no	0	0	2
found_signific_problem	0	0	1
solid_result	0	0	2
among_the_most	0	0	1
cultur	0	0	47
the_posit_side	0	0	1
place_no	0	0	3
predatori_attack	0	0	1
be_an_occas	0	0	1
then	0	0	216
mai_includ	0	0	2
how_could_anybodi	0	0	1
be_plagu_with	0	0	1
thi_leav	0	0	3
stop_us	0	0	2
immedi_attack	0	0	4
bird_will	0	0	2
barbarian_who	0	0	1
it_be_unlik	0	0	1
label_the_terror	0	0	1
i'm_run	0	0	1
come_to_your	0	0	1
but_to_what	0	0	2
have_pledg	0	0	11
realiti_hit	0	0	1
feel_like_a	0	0	2
as_if_he	0	0	7
your_'war	0	0	2
have_opt	0	0	3
mere_speak	0	0	1
the_prison	0	0	128
would_act	0	0	4
tirelessli	0	0	1
grace_the_public	0	0	1
serious_damag	0	0	2
it_duti_to	0	0	2
firm_support_for	0	0	3
foster_and	0	0	2
hi_dynam_be	0	0	1
if_a_countri	0	0	2
like_i_like	0	0	1
lash	0	0	11
label_a	0	0	1
be_anger	0	0	2
been_real_good	0	0	1
the_greenhous	0	0	24
would_not_seek	0	0	1
be_serious_flaw	0	0	2
the_evil-do	0	0	1
similar	0	0	55
have_so	0	0	7
america'_treatment_of	0	0	1
the_surg	0	0	4
gratuit_destruct	0	0	1
prioriti	0	0	34
hold	0	0	137
be_bent	0	0	3
oh_how_funni	0	0	3
it_publish_an	0	0	1
will_probabl_be	0	0	2
final_what	0	0	1
have_compound	0	0	3
same	0	0	215
amount_to_much	0	0	1
be_unaccept_and	0	0	4
finest	0	0	2
look_forward	0	0	5
expect_to_rise	0	0	1
have_act	0	0	3
all_hope	0	0	3
alien_and_alon	0	0	1
in_fact_mr	0	0	2
defect_of	0	0	3
express_sympathi_for	0	0	1
denounc_as	0	0	4
have_alreadi_propos	0	0	1
campaign	0	0	160
discont_with	0	0	5
after_all_the	0	0	5
by_contrast_for	0	0	1
mount	0	0	22
have_been_mute	0	0	1
my_editor_be	0	0	1
even_if_contrari	0	0	1
short-term_pain	0	0	1
don't_rememb	0	0	2
cater_to	0	0	3
laugh_uncomfort	0	0	1
express_gratitud_to	0	0	2
that_be_persecut	0	0	1
thi_horrifi	0	0	2
demand_for	0	0	18
not_commit	0	0	8
cannot_be_an	0	0	2
bade_farewel	0	0	1
have_state	0	0	4
not_a	0	0	49
be_taken_too	0	0	2
mai_well_appli	0	0	1
render_their_firm	0	0	1
will_be_faith	0	0	1
what_impress_him	0	0	2
ding	0	0	2
have_triumph	0	0	2
with_increas_purchas	0	0	1
do_nevertheless_affirm	0	0	2
thei_get_fed	0	0	1
be_stick_to	0	0	2
critic_egypt_for	0	0	2
adulter_or_deceit	0	0	2
it_code_of	0	0	1
enquiri	0	0	1
plan_aim	0	0	1
stage_a	0	0	5
appal_human_right	0	0	2
would_continu	0	0	15
will_like_be	0	0	5
will_decid	0	0	2
fierc_demonstr	0	0	1
claim_the	0	0	5
most_disturb	0	0	3
that_dedic	0	0	1
mutual_respect	0	0	2
never_seem_to	0	0	1
have_exhibit	0	0	1
repeatedli_accus	0	0	1
too_often	0	0	1
five_complaint	0	0	1
won	0	0	60
trash	0	0	3
both_tourist	0	0	1
new_sens_of	0	0	1
have_consid_taiwan	0	0	2
have_a_lot	0	0	7
arriv_at_the	0	0	10
critic_be_tone	0	0	2
don't_support	0	0	2
the_invit_of	0	0	3
left_all	0	0	1
be_after_impos	0	0	1
wouldn't_have_thought	0	0	1
agre_the_adopt	0	0	4
onli_want	0	0	4
begin_to	0	0	16
well_understood	0	0	4
but_unfortun_there	0	0	1
express_her_opinion	0	0	2
skillfulli_bulli_and	0	0	1
be_wide_expect	0	0	2
show_no	0	0	6
help_insur_thi	0	0	1
slightli_better_than	0	0	1
campaign_strategi	0	0	2
must_be_so	0	0	1
be_martyr	0	0	2
join_us_for	0	0	2
how_much_less	0	0	1
perhap_even	0	0	2
the_whiff_of	0	0	2
giuliani_make_ken	0	0	1
perhap_someth_new	0	0	1
have_secretli_harbor	0	0	1
with_onli	0	0	4
help_chang_live	0	0	1
file_with_feder	0	0	1
either_refus_to	0	0	2
made_the_children	0	0	1
acquir_special	0	0	1
call_heartbreak_ridg	0	0	1
crisis-stricken	0	0	1
focus_on_the	0	0	3
head_down	0	0	1
hi_find	0	0	2
those_out	0	0	1
racial	0	0	11
neg_affect_the	0	0	2
to_ask_for	0	0	3
talk_about	0	0	52
hi_first_in	0	0	1
a_long-rang	0	0	1
ask_for_more	0	0	5
demonstr_littl_respect	0	0	2
encourag_industri	0	0	6
taught_a	0	0	1
might_open_a	0	0	1
major_secur	0	0	1
condemn_unreservedli_and	0	0	1
be_slander	0	0	2
clearli_mention_in	0	0	2
thi_veri_imperfect	0	0	1
there_to	0	0	8
spell_seriou_troubl	0	0	2
said_optimist	0	0	1
the_225-issu	0	0	1
without_fear_or	0	0	2
the_confid_the	0	0	1
that'_fun	0	0	1
be_invit_to	0	0	3
be_just_more	0	0	2
wouldn't_know	0	0	1
cleav_the	0	0	2
have_lump_those	0	0	1
stand-off_with	0	0	1
mai_or_mai	0	0	3
commit_from_the	0	0	2
soldier_and	0	0	8
irrespons_saber	0	0	1
thi_dictatori_move	0	0	2
make_all	0	0	3
file_with	0	0	4
thi_be_realli	0	0	2
have_been_sever	0	0	2
strategi_to_target	0	0	1
mai_be_inevit	0	0	1
offer_onli	0	0	1
describ_the_kyoto	0	0	2
charg_against	0	0	8
would_negoti	0	0	2
bigger_than_jesu	0	0	2
just_like_the	0	0	3
us_blind_forc	0	0	2
undeclar	0	0	1
a_total_confus	0	0	2
mr_chavez'	0	0	23
will_allow_taiwan	0	0	1
what'_the_big	0	0	2
moment_of_sheer	0	0	2
be_credibl	0	0	3
it_be_true	0	0	3
most_ludicr	0	0	1
with_ulterior_motiv	0	0	3
alreadi_respons	0	0	1
am_pleas	0	0	6
charg_tsvangirai_and	0	0	2
ever_addict	0	0	2
mandat	0	0	36
plot_to_bring	0	0	1
what_will	0	0	9
led	0	0	95
stop_short	0	0	3
fun_for_everyon	0	0	1
carri_a_lot	0	0	2
will_put_him	0	0	1
the_opposition'_object	0	0	2
treat_the_island	0	0	1
have_issu_advisori	0	0	1
amnesti_intern_ding	0	0	1
red_light''_have	0	0	2
will_want	0	0	2
somewhat	0	0	7
actual_subvert	0	0	2
could_instead_deterior	0	0	1
no_doubt_blair	0	0	2
do_not_expect	0	0	2
it_be_strike	0	0	2
mai_god	0	0	6
the_uncertainti	0	0	5
would_have_cataclysm	0	0	2
interest_shown_by	0	0	2
wave_their_hand	0	0	1
downplai_some	0	0	2
powel_have	0	0	5
to_dictat	0	0	1
continu_to_support	0	0	4
wear	0	0	30
thought_we_be	0	0	1
have_abus_hi	0	0	1
debat_on	0	0	15
the_idea_of	0	0	7
incapac_to_put	0	0	1
the_record_be	0	0	2
all_the_time	0	0	6
have_ensur_that	0	0	1
final_what_fate	0	0	1
thi_have_not	0	0	2
be_among_the	0	0	16
complain_of	0	0	1
would_violat	0	0	3
must_know_that	0	0	2
dear_friend	0	0	5
enjoi_my_job	0	0	1
be_denounc_and	0	0	1
have_been_mar	0	0	4
heighten_concern_over	0	0	1
accus_of_sponsor	0	0	2
a_necessari	0	0	1
have_repeatedli_ask	0	0	2
hope_that	0	0	48
will_emerg_who	0	0	1
help_chang	0	0	2
demand_made_by	0	0	3
how_in	0	0	1
be_kind_of	0	0	4
the_least	0	0	9
do_as	0	0	2
or_what	0	0	5
call_it_a	0	0	5
commit_it	0	0	2
don't_believ_deserv	0	0	1
still_assist_terrorist	0	0	1
if_on_li	0	0	2
vent_her	0	0	2
to_think	0	0	13
us_human_right	0	0	21
realiz_that	0.0833333333333333	0.0833333333333333	12
chanc_to	0	0	24
but_how_could	0	0	2
total_normal	0	0	1
polici	0	0	372
ani_hope	0	0	4
the_doubl	0	0	3
have_been_label	0	0	2
treat_the	0	0	15
be_opt	0	0	1
at_the_risk	0	0	2
would_probabl	0	0	1
be_vital	0	0	3
peopl_be_be	0	0	3
shackl	0	0	30
no_confid	0	0	3
usual_so	0	0	1
the_respons_for	0	0	3
our_own	0	0	15
the_cdu_chose	0	0	1
have_perfectli	0	0	1
the_welfar	0	0	5
firm_resolv_of	0	0	1
the_advers_report	0	0	2
as_be_insurmount	0	0	1
spit_incid	0	0	1
ground	0	0	57
felt_like	0	0	3
i_couldn't_believ	0	0	1
appeal_for	0	0	10
would_cost	0	0	8
rais_question	0	0	6
reconsider	0	0	2
have_been_find	0	0	2
pai_particular_attent	0	0	1
have_also_fail	0	0	2
could_talk_our	0	0	1
but_in	0	0	15
thank_african_countri	0	0	1
stolen_victori	0	0	1
have_join	0	0	4
re	0	0	11
even_nonsport_fan	0	0	1
be_big_enough	0	0	2
if_they'r	0	0	3
broader	0	0	4
but_these_demand	0	0	1
entail	0	0	3
at_it	0	0	18
be_baffl	0	0	2
complain_that_the	0	0	2
the_commerci	0	0	2
amigo	0	0	1
the_elector	0	0	32
be_concern_at	0	0	1
onc_again_the	0	0	7
for_good	0	0	3
be_shoot	0	0	2
charg_of	0	0	25
have_benefit_for	0	0	2
be_diametr_oppos	0	0	1
no_more_kiss	0	0	2
the_last	0	0	72
s_with	0	0	1
offer_privat_recommend	0	0	1
a_basket_case	0	0	2
fear_and_concern	0	0	2
oust	0	0	24
have_briefli_consid	0	0	1
not_so	0	0	10
to_have	0	0	111
buri_it_head	0	0	1
it_make_no	0	0	1
tone_of_tang'	0	0	1
in_the_dictionari	0	0	1
pragmat_and_unilater	0	0	4
their_puppet	0	0	2
for_in	0	0	2
interpret_of	0	0	8
contain_about_twice	0	0	1
potenti_for	0	0	4
openli_oppos	0	0	2
parasit_economi_that	0	0	2
took_part_in	0	0	7
would_receiv	0	0	4
all_but_welcom	0	0	1
a_young_old	0	0	2
if_i_can	0	0	3
scare_awai	0	0	3
alwai_like_to	0	0	1
term_as_a	0	0	2
be_plan_to	0	0	15
extens_welcom	0	0	1
help_peopl_get	0	0	1
help_us	0	0	7
should_reflect	0	0	1
be_suspect	0	0	13
subjug_a	0	0	2
if_ani	0	0	5
perhap_seiz	0	0	1
to_seek	0	0	17
think_thi_be	0	0	2
pai_no_attent	0	0	2
rush_back	0	0	1
wither_scrutini	0	0	2
attack_the	0	0	19
mai_prove_critic	0	0	1
identifi_viewpoint	0	0	1
make_no_bone	0	0	1
befuddl_by	0	0	2
measur	0	0	153
kick_out_of	0	0	3
mai_be_seek	0	0	1
israel'_atroc	0	0	1
prioriti_with_the	0	0	1
the_atmospher	0	0	39
painfulli_thought_out	0	0	1
a_tougher	0	0	2
come_a	0	0	2
pull	0	0	23
would_it	0	0	1
might_be_drive	0	0	1
call_mr	0	0	2
us_to_call	0	0	3
openli_hostil	0	0	2
the_logist_would	0	0	1
have_demonstr_littl	0	0	2
oh_you	0	0	5
aol	0.125	0.125	8
call_by	0	0	7
angri_anti-u_protest	0	0	1
i_will_keep	0	0	1
they'v_also	0	0	2
the_enemi_of	0	0	3
be_an_act	0	0	6
the_atmospher_of	0	0	2
defenseless_innoc	0	0	2
wide_attent	0	0	1
the_ongo_devast	0	0	1
have_balloon	0	0	1
hi_own_crime	0	0	1
which_seek	0	0	4
develop_it_relat	0	0	1
impugn_by_bias	0	0	1
possibl_but_highli	0	0	1
will_vote_against	0	0	2
in_short	0	0	8
be_now_subtl	0	0	1
the_adopt_of	0	0	20
gener_approv_of	0	0	2
have_been_somehow	0	0	1
sai_with_great	0	0	2
mai_result_in	0	0	1
be_protest	0	0	4
on_wai_would	0	0	1
set_their	0	0	3
would_not_onli	0	0	2
stretch_the	0	0	2
the_mass	0	0	10
be_disappoint_with	0	0	2
taught_a_lesson	0	0	1
not_just_ani	0	0	4
contest	0	0	15
don't_go_with	0	0	1
offer_you_the	0	0	2
label_the_other	0	0	1
vote_rig_have	0	0	1
might_becom	0	0	2
be_not_that	0	0	4
declar_of	0	0	5
put_them_out	0	0	1
hasten_to_describ	0	0	4
doesn't_want	0	0	1
the_breed	0	0	3
inquir	0	0	3
express_the	0	0	14
it_be_far	0	0	2
line_0035-	0	0	1
talk_to	0	0	45
intern_dictatorship	0	0	1
be_still_unknown	0	0	2
be_take_it	0	0	2
the_widespread	0	0	3
care_adult	0	0	4
do_not_endors	0	0	3
critic_thei	0	0	2
formal	0	0	33
do_not_show	0	0	3
about_60_million	0	0	2
congratul_messag	0	0	2
be_show_their	0	0	1
good_job_buddi	0	0	1
thi_veri	0	0	5
devast_what	0	0	1
the_good_will	0	0	3
be_succeed_at	0	0	2
the_bad	0	0	1
could_eas	0	0	2
thank_presid_khatami	0	0	4
adopt_an	0	0	4
he_just	0	0	4
could_possibl_serv	0	0	2
file_a	0	0	4
support_the_fail	0	0	2
not_inclin	0	0	3
would_support_it	0	0	2
voic_an_opinion	0	0	2
will_reaffirm	0	0	1
award_rabinowitz	0	0	1
snap	0	0	3
be_promis	0	0	3
off_of_welfar	0	0	3
express_sympathi	0	0	3
mai_stretch	0	0	1
attempt_to_introduc	0	0	2
engin_mai_adjust	0	0	1
be_not_worri	0	0	3
could_try	0	0	2
and_we	0	0	80
a_huge	0	0	9
a_strateg	0	0	12
unilater_and	0	0	3
mai_walk_with	0	0	1
true_will	0	0	6
want_to_becom	0	0	1
taken_to_visit	0	0	2
daylight_robberi	0	0	4
the_brutal	0	0	3
some_illeg_act	0	0	2
lost_over	0	0	1
shalim	0	0	2
the_attitud	0	0	9
thei_laze_awai	0	0	1
aspir_to	0	0	3
have_nomin	0	0	1
by_2010_our	0	0	2
the_call_in	0	0	1
mani_peopl	0	0	31
what_make_it	0	0	2
will_not_give	0	0	1
detect	0	0	15
emphas_for	0	0	1
africa'_grand_bargain	0	0	1
appar_not	0	0	3
e_i	0	0	5
washington'_kid	0	0	2
have_exhibit_a	0	0	1
be_respons_for	0	0	17
ardor_be	0	0	2
be_openli_support	0	0	2
in_short_if	0	0	2
have_never_seen	0	0	1
total_bias	0	0	1
taiwan'_interest_would	0	0	2
can't	0.0408163265306122	0.0408163265306122	49
major_achiev	0	0	2
failur_to_adher	0	0	2
place_no_oblig	0	0	2
come_out	0	0	21
the_flagrant	0	0	1
the_1949	0	0	5
remark_conciliatori	0	0	2
do_not_succe	0	0	1
the_background	0	0	5
remain_indiffer	0	0	2
threat_to_france'	0	0	2
but_then_where	0	0	2
forecast_of	0	0	1
the_bar	0	0	1
oppos_and_condemn	0	0	1
not_design	0	0	1
work_with_neighborhood	0	0	1
that'_kind	0	0	1
how_could	0	0	5
look_like_antler	0	0	1
what_could	0	0	1
nt	0	0	2
don_t	0	0	1
be_a_'veri	0	0	1
dress_down_over	0	0	1
thi_grand_bargain	0	0	1
it_show	0	0	4
the_rift_between	0	0	3
it_seem_legitim	0	0	1
will_consid	0	0	4
be_seek_to	0	0	5
possibl_but	0	0	3
clearli_mugab	0	0	2
mai_not_have	0	0	3
denounc_as_rig	0	0	3
might_be_engag	0	0	1
it'_the_bartman	0	0	1
estim_that_the	0	0	6
usual_mushi	0	0	1
have_call	0	0	22
get_us	0	0	4
why_don't	0	0	3
could_eas_pressur	0	0	2
would_us	0	0	6
fortun_support_of	0	0	2
firm_support	0	0	4
promis_a_gentl	0	0	1
the_voic_of	0	0	6
we_be_confin	0	0	1
pleas_consid	0	0	5
against_the_wish	0	0	2
would_mean	0	0	2
will_keep_calm	0	0	1
no_on_want	0	0	2
am_veri_pleas	0	0	1
warn_of_a	0	0	3
their_eight-by-eight_cell	0	0	1
could_be_due	0	0	2
thought_of	0	0	5
what_be_happen	0	0	4
wouldn't_that_be	0	0	1
tacitli_agre_to	0	0	2
they'r_get_2	0	0	1
repeat_denunci_of	0	0	1
seem_content	0	0	1
condemn_mr	0	0	2
real_result	0	0	1
profess_relief	0	0	1
with_the	0.00297619047619048	0.00297619047619048	672
mai_annoi	0	0	1
be_expect_in	0	0	4
legitim_-	0	0	2
just_uh_horrifi	0	0	1
what_be_more	0	0	4
should_go	0	0	1
main_foreign_polici	0	0	2
wai_too	0	0	1
felt_like_i	0	0	1
demand_by	0	0	4
be_most_unfortun	0	0	2
interestingli	0	0	3
i_have_made	0	0	1
demon_the	0	0	2
could_welcom	0	0	2
predatori_attack_of	0	0	1
sheer_size	0	0	1
never_want	0	0	1
expect_the_fee	0	0	1
which_claim	0	0	8
provid_an	0	0	7
despit_overwhelm	0	0	1
mai_recov	0	0	2
feel_constrain_to	0	0	4
the_longest_destruct	0	0	1
critic_as_inhuman	0	0	1
still_mull	0	0	2
just_get	0	0	3
be_harass	0	0	6
those_who_think	0	0	1
do_want_to	0	0	2
i_rode_a	0	0	2
exalt_object	0	0	4
an_abil_to	0	0	1
still_thing_could	0	0	1
fun_for	0	0	4
describ_him_as	0	0	1
want_to_sweep	0	0	1
tinker	0	0	3
be_indiffer	0	0	2
be_an_instanc	0	0	2
usual_so_conserv	0	0	1
will_allow	0	0	9
invit_from_romanian	0	0	1
carefulli	0	0	12
express_their_satisfact	0	0	1
be_see	0	0	5
will_like_draw	0	0	2
be_pass	0	0	4
actual_subvert_the	0	0	2
desper_to	0	0	4
impugn_by	0	0	1
anticip	0	0	17
usual_mushi_busi	0	0	1
will_knock	0	0	2
point_to	0	0	28
readi_to_enter	0	0	1
work_at	0	0	5
everybodi_jump	0	0	2
a_challeng	0	0	7
non-farm_canadian	0	0	2
asia'_econom_miracl	0	0	1
express_of_will	0	0	3
mention_in	0	0	6
have_done_some	0	0	1
still_import	0	0	1
would_sort_of	0	0	2
peac_protest	0	0	5
sour_relat_between	0	0	1
even_local_observ	0	0	2
have_relish	0	0	2
be_more_than	0	0	9
lack_conclus_and	0	0	1
apolog_for	0	0	4
it_intent	0	0	1
realiti	0	0	26
deviant_and	0	0	2
the_world'	0	0	70
be_critic_more	0	0	1
will_recogn_target	0	0	1
saw	0	0	42
h	0	0	66
hand_it_the	0	0	1
be_open	0	0	9
critic_flore	0	0	1
a_view	0	0	9
peopl_who_have	0	0	9
the_state_of	0	0	24
overli_optimist	0	0	1
forgot_all	0	0	1
but_now_with	0	0	2
have_never_expect	0	0	2
apolog	0	0	11
be_an_ideal	0	0	1
the_strong_initi	0	0	2
flatteri	0	0	1
pass_the_word	0	0	1
thi_ghastli	0	0	1
will_onc	0	0	2
ask_the	0	0	21
never_an_encourag	0	0	1
be_unabl	0	0	15
no_tear_will	0	0	1
feel_that_it	0	0	1
serv	0	0	101
strictli_adher	0	0	3
tax_dollar_that	0	0	1
such_a_critic	0	0	2
uncertain_solut_with	0	0	1
what'	0	0	25
be_also_work	0	0	3
fun_and_benefit	0	0	1
own_choic	0	0	2
that'_the	0	0	7
the_longest	0	0	1
advers_report	0	0	2
have_good_relat	0	0	2
warn_your	0	0	1
critic_violat_of	0	0	2
fire_indiscrimin	0	0	2
consid_invas_of	0	0	1
the_opposition'	0	0	10
hint_it	0	0	2
presid_yasir	0	0	5
will_mean_more	0	0	1
but_it'_too	0	0	1
in_gener	0	0	16
pleas_call_me	0	0	2
systemat_cheat_spoil	0	0	2
unilater_and_pragmat	0	0	2
stop_the	0	0	15
strong_support_express	0	0	1
be_like_a	0	0	1
in_the_guis	0	0	2
be_offer_it	0	0	2
there'_noth_that'	0	0	2
the_smear_campaign	0	0	2
the_great	0	0	26
plan_to_seek	0	0	1
friend_like_you	0	0	1
be_dismiss	0	0	5
won't	0	0	25
the_background_of	0	0	3
must_know	0	0	3
be_intimid	0	0	3
be_clearli	0	0	8
be_shock_by	0	0	1
be_ask	0	0	22
will_rise	0	0	8
the_enorm	0	0	4
roundli_criticis	0	0	1
what_could_be	0	0	1
there_be_so	0	0	3
have_consid	0	0	3
the_deterior	0	0	4
i'm_on_a	0	0	1
expressli	0	0	4
us_of	0	0	58
wasn't_even	0	0	1
win	0	0	67
and_we'r	0	0	8
should_make_it	0	0	2
the_possibl	0	0	49
clarifi_a_postur	0	0	1
seem_to_have	0	0	7
